KOI_Name,Exoplanet_Archive_Disposition,Orbital_Period_[days],Transit_Epoch_[BKJD],Impact_Parameter,Transit_Duration_[hrs],Transit_Depth_[ppm],Planetary_Radius_[Earth_radii],Equilibrium_Temperature_[K],Insolation_Flux_[Earth_flux],Transit_Signal-to-Noise,Stellar_Effective_Temperature_[K],Stellar_Surface_Gravity_[log10(cm/s**2)],Stellar_Radius_[Solar_radii],RA_[decimal_degrees],Dec_[decimal_degrees],Kepler-band_[mag]
K01891.01,CONFIRMED,15.95541913,143.30236,0.314,3.9851,762.6,2.18,573.0,25.54,39.0,4891.0,4.516,0.805,288.44739,44.801682,15.261
K01891.02,CONFIRMED,8.25980352,137.47021,0.161,2.928,298.4,1.35,714.0,61.43,18.3,4891.0,4.516,0.805,288.44739,44.801682,15.261
K01892.01,CONFIRMED,62.5613879,178.40847,0.842,5.907,1372.6,3.54,417.0,7.13,35.0,5662.0,4.56,0.84,294.8161,45.306122,15.5
K01960.01,CONFIRMED,8.96847034,139.39473,0.558,4.4073,234.3,2.17,1024.0,259.95,38.2,5808.0,4.185,1.374,291.96069,42.43301,14.128
K01961.01,CONFIRMED,1.907810683,131.63784,0.41,1.8707,120.5,0.91,1268.0,609.28,40.9,5435.0,4.578,0.824,287.57117,42.813919,12.852
K00213.01,FALSE POSITIVE,48.118812545,170.8396102,1.079,5.27958,69851.0,45.18,490.0,13.6,2145.1,6003.0,4.536,0.872,295.71225,45.589771,14.474
K01965.01,CONFIRMED,2.514628496,132.90904,0.247,1.6239,228.4,1.27,1217.0,517.89,33.3,5662.0,4.56,0.84,289.59308,49.781158,14.325
K00219.01,CONFIRMED,8.025118521,132.469133,0.454,5.3694,3120.4,7.79,1093.0,336.73,373.0,6002.0,4.196,1.369,297.21408,41.66404,14.153
K02036.02,CONFIRMED,5.79529495,136.77974,0.714,2.272,334.3,1.05,534.0,19.23,14.8,3757.0,4.718,0.539,296.85663,41.758179,15.773
K02038.01,CONFIRMED,8.30537702,139.7437,0.489,3.751,365.6,1.69,809.0,101.43,28.5,5435.0,4.495,0.873,290.97342,45.290321,14.779
K01830.01,CONFIRMED,13.22714056,142.20251,0.013,3.2861,812.0,2.22,638.0,39.1,51.8,5180.0,4.548,0.8,286.55807,38.405369,14.443
K01831.01,CONFIRMED,51.8098276,182.97335,0.273,6.343,1025.4,2.6,410.0,6.71,56.8,5191.0,4.53,0.826,286.47147,49.649021,14.122
K01831.02,CONFIRMED,4.38536428,139.22548,0.335,2.5126,198.5,1.15,935.0,180.22,25.9,5191.0,4.53,0.826,286.47147,49.649021,14.122
K01831.03,CONFIRMED,34.205785079,148.8050925,0.319,5.1691,183.2,1.1,471.0,11.67,11.6,5191.0,4.53,0.826,286.47147,49.649021,14.122
K01831.04,CONFIRMED,13.97945055,142.33829,0.924,1.2325,356.1,1.97,635.0,38.44,17.1,5191.0,4.53,0.826,286.47147,49.649021,14.122
K01893.01,CONFIRMED,3.554856338,131.80398,0.331,2.1004,232.9,1.29,1157.0,425.04,40.8,6068.0,4.565,0.831,292.02045,44.876221,14.053
K01894.01,CONFIRMED,5.28790754,135.36119,0.474,8.5274,343.9,7.1,1661.0,1802.31,90.6,4994.0,3.433,3.818,297.35928,49.79755,13.427
K01895.01,CONFIRMED,8.45746636,133.87132,0.209,2.2906,1320.3,1.87,540.0,20.08,21.8,4347.0,4.73,0.524,291.83432,39.307362,15.862
K01895.02,CONFIRMED,17.28116957,136.00718,0.206,2.829,1562.8,2.04,425.0,7.75,20.3,4347.0,4.73,0.524,291.83432,39.307362,15.862
K01895.03,CONFIRMED,32.1340014,142.27582,0.256,2.691,1262.0,1.84,346.0,3.39,11.8,4347.0,4.73,0.524,291.83432,39.307362,15.862
K01897.01,CONFIRMED,59.7711433,148.96886,0.899,4.843,574.5,3.17,522.0,17.53,38.5,6214.0,4.382,1.122,288.57443,40.988659,13.952
K01967.01,CONFIRMED,4.417692516,133.96139,0.971,2.323,279.2,1.57,790.0,92.16,35.1,4766.0,4.645,0.664,292.13297,41.547539,14.31
K01968.01,CONFIRMED,10.08744556,135.13582,0.921,2.9884,568.1,3.15,942.0,186.14,39.9,6310.0,4.417,1.095,287.36127,43.738781,15.079
K01969.01,CONFIRMED,16.34355902,145.04116,0.716,5.474,829.4,3.26,730.0,67.34,34.0,5730.0,4.394,1.056,300.41751,45.605518,15.017
K01970.01,CONFIRMED,21.96401646,133.03586,0.483,2.7509,693.4,2.57,643.0,40.41,26.9,5774.0,4.447,0.958,292.49963,46.324409,15.378
K01970.02,CONFIRMED,125.602323,215.4336,0.065,7.105,925.7,2.89,360.0,3.95,23.3,5774.0,4.447,0.958,292.49963,46.324409,15.378
K02038.02,CONFIRMED,12.51353325,139.42461,0.596,4.301,430.8,1.88,706.0,58.69,30.0,5435.0,4.495,0.873,290.97342,45.290321,14.779
K02038.03,CONFIRMED,17.9134215,135.52921,0.832,4.364,197.8,1.39,626.0,36.38,11.4,5435.0,4.495,0.873,290.97342,45.290321,14.779
K02038.04,CONFIRMED,25.2149143,152.6912,0.599,5.76,174.1,1.19,559.0,23.05,9.9,5435.0,4.495,0.873,290.97342,45.290321,14.779
K02039.01,CONFIRMED,5.42586901,135.86589,0.1,2.5342,259.0,1.48,973.0,211.66,26.1,5594.0,4.489,0.934,285.38742,45.049049,14.305
K02040.01,CONFIRMED,19.58561177,132.36472,0.964,1.755,532.9,3.09,666.0,46.51,27.1,5618.0,4.401,0.996,295.79218,47.600101,14.18
K01832.01,CONFIRMED,4.544436472,134.90159,0.731,1.8141,879.3,3.0,1017.0,253.48,42.5,5445.0,4.458,0.937,289.83542,49.82563,15.009
K01832.02,CONFIRMED,12.76220558,143.73026,0.955,2.0688,653.8,3.18,721.0,63.86,17.4,5445.0,4.458,0.937,289.83542,49.82563,15.009
K01832.03,CONFIRMED,38.7149617,134.0313,0.691,3.441,694.8,2.62,498.0,14.55,16.2,5445.0,4.458,0.937,289.83542,49.82563,15.009
K00199.02,FALSE POSITIVE,8.78458274,135.37812,0.681,6.459,210.8,2.6,1149.0,411.55,25.9,5927.0,4.046,1.691,295.02567,46.956001,14.879
K01833.01,CONFIRMED,3.69298623,132.73624,0.775,1.7744,763.3,1.74,745.0,72.66,33.9,4402.0,4.682,0.572,285.60254,50.112041,14.265
K00206.01,CONFIRMED,5.334082429,131.981761,0.045,6.2226,4676.5,13.08,1495.0,1180.64,653.4,6332.0,4.016,1.905,297.59366,40.977268,14.463
K01898.01,CONFIRMED,6.4980147,136.00108,0.92,2.4384,190.9,1.87,1026.0,262.18,41.2,5727.0,4.328,1.104,286.28601,43.320461,13.25
K01899.01,CONFIRMED,19.76169247,135.17794,0.924,3.9097,392.5,2.81,791.0,92.38,35.3,6327.0,4.327,1.175,295.75412,42.537479,14.563
K01900.01,CONFIRMED,5.18498961,131.8814,0.021,2.1397,430.1,1.15,652.0,42.62,36.4,4325.0,4.68,0.56,295.90656,45.80912,14.744
K01901.01,CONFIRMED,85.6542476,155.12346,0.012,6.866,476.0,3.56,522.0,17.51,36.6,5818.0,4.065,1.647,286.40231,38.738541,13.34
K01971.01,CONFIRMED,19.32945602,133.26717,0.009,3.794,935.5,2.26,529.0,18.57,26.8,5026.0,4.604,0.763,293.68192,45.817558,15.719
K01973.01,CONFIRMED,3.290114076,133.15709,0.203,1.5151,645.3,1.49,802.0,97.96,30.3,4484.0,4.654,0.594,289.93085,40.097752,15.753
K00024.01,FALSE POSITIVE,2.086075752,170.965627,0.914,2.2647,3657.8,10.3,1845.0,2747.42,102.2,6131.0,4.071,1.417,290.8154,39.819469,12.963
K00214.01,CONFIRMED,3.311864148,131.7427761,0.905,1.4049,5976.5,9.06,1116.0,365.94,448.2,5461.0,4.499,0.937,298.62488,48.57745,14.256
K00220.01,CONFIRMED,2.422084188,132.940079,0.058,2.5613,1871.8,3.55,1213.0,511.66,423.7,5598.0,4.565,0.83,295.94641,42.65892,14.236
