,,,,df_columns
,,,,KepID
,,,,KOI_Name
,,,,Kepler_Name
,,,,Exoplanet_Archive_Disposition
,,,,Disposition_Using_Kepler_Data
,,,,Disposition_Score
,,,,Not_Transit-Like_False_Positive_Flag
,,,,Stellar_Eclipse_False_Positive_Flag
,,,,Centroid_Offset_False_Positive_Flag
,,,,Ephemeris_Match_Indicates_Contamination_False_Positive_Flag
,,,,Orbital_Period_[days]
,,,,Orbital_Period_Upper_Unc._[days]
,,,,Orbital_Period_Lower_Unc._[days]
,,,,Transit_Epoch_[BKJD]
,,,,Transit_Epoch_Upper_Unc._[BKJD]
,,,,Transit_Epoch_Lower_Unc._[BKJD]
,,,,Impact_Parameter
,,,,Impact_Parameter_Upper_Unc.
,,,,Impact_Parameter_Lower_Unc.
,,,,Transit_Duration_[hrs]
,,,,Transit_Duration_Upper_Unc._[hrs]
,,,,Transit_Duration_Lower_Unc._[hrs]
,,,,Transit_Depth_[ppm]
,,,,Transit_Depth_Upper_Unc._[ppm]
,,,,Transit_Depth_Lower_Unc._[ppm]
,,,,Planetary_Radius_[Earth_radii]
,,,,Planetary_Radius_Upper_Unc._[Earth_radii]
,,,,Planetary_Radius_Lower_Unc._[Earth_radii]
,,,,Equilibrium_Temperature_[K]
,,,,Equilibrium_Temperature_Upper_Unc._[K]
,,,,Equilibrium_Temperature_Lower_Unc._[K]
,,,,Insolation_Flux_[Earth_flux]
,,,,Insolation_Flux_Upper_Unc._[Earth_flux]
,,,,Insolation_Flux_Lower_Unc._[Earth_flux]
,,,,Transit_Signal-to-Noise
,,,,TCE_Planet_Number
,,,,TCE_Delivery
,,,,Stellar_Effective_Temperature_[K]
,,,,Stellar_Effective_Temperature_Upper_Unc._[K]
,,,,Stellar_Effective_Temperature_Lower_Unc._[K]
,,,,Stellar_Surface_Gravity_[log10(cm/s**2)]
,,,,Stellar_Surface_Gravity_Upper_Unc._[log10(cm/s**2)]
,,,,Stellar_Surface_Gravity_Lower_Unc._[log10(cm/s**2)]
,,,,Stellar_Radius_[Solar_radii]
,,,,Stellar_Radius_Upper_Unc._[Solar_radii]
,,,,Stellar_Radius_Lower_Unc._[Solar_radii]
,,,,RA_[decimal_degrees]
,,,,Dec_[decimal_degrees]
,,,,Kepler-band_[mag]
